source_type,source_id,target_type,target_id,relationships,description
Group,G0114,Technique,T1217,uses,Subject has used <code>type \\<hostname>\c$\Users\<username>\Favorites\Links\Bookmarks bar\Imported From IE\*citrix*</code> for bookmark discovery.
Group,G0114,Technique,T1012,uses,Subject has queried Registry keys using <code>reg query \\<host>\HKU\<SID>\SOFTWARE\Microsoft\Terminal Server Client\Servers</code> and <code>reg query \\<host>\HKU\<SID>\Software\Microsoft\Windows\CurrentVersion\Internet Settings</code>.
Group,G0114,Technique,T1057,uses,Subject has used object814 to enumerate processes.
Group,G0114,Technique,T1082,uses,"Subject has used object815, object816, and object817 for sytesm information including shadow volumes and drive information."
Group,G0114,Technique,T1016,uses,"Subject has used Subject, Subject, and object818 to enumerate the IP address and network environment and settings of the local host."
Group,G0114,Technique,T1033,uses,Subject has used the object819 command to show currently logged on users.
Group,G0114,Technique,T1124,uses,Subject has used object820 and object821 for system time discovery.
Group,G0114,Technique,T1007,uses,Subject has used object822 and object823 for system service discovery.
Software,S0562,Technique,T1083,uses,Subject enumerated the Orion software Visual Studio solution directory path.
Software,S0567,Technique,T1078,uses,Subject used hard-coded credentials to gain access to a network share.
Software,S0567,Technique,T1129,uses,Subject contains a function that calls object824 and object825.
Software,S0567,Technique,T1012,uses,"Subject can collect the RegisteredOwner, RegisteredOrganization, and InstallDate registry values."
Software,S0567,Technique,T1082,uses,"Subject can collect the victim's computer name, hostname and adapter information to create a unique identifier."
Software,S0567,Technique,T1543.003,uses,Subject can add a service called WBService to establish persistence.
Software,S0567,Technique,T1059.003,uses,Subject has used object826 to add a persistent service.
Software,S0567,Technique,T1036.005,uses,"One of Subject can hide in replicas of legitimate programs like OllyDbg, 7-Zip, and FileZilla."
Software,S0567,Technique,T1574,uses,One of Subject can replace the normal flow of a program execution with malicious code.
Software,S0567,Technique,T1005,uses,Subject can collect a variety of information from victim machines.
Software,S0567,Technique,T1083,uses,Subject can list files on available disk volumes.
Software,S0567,Technique,T1105,uses,Subject’s can download and upload a file to the victim’s computer.
Software,S0567,Technique,T1057,uses,Subject’s dropper can list all running processes.
Software,S0567,Technique,T1056.001,uses,Subject’s dropper contains a keylogging executable.
Software,S0567,Technique,T1055.012,uses,Subject has used process hollowing shellcode to target a predefined list of processes from object827.
Software,S0567,Technique,T1547,uses,Subject’s RAT makes a persistent target file with auto execution on the host start.
Software,S0567,Technique,T1560,uses,Subject packs collected data into a password protected archive.
Software,S0567,Technique,T1217,uses,Subject can retrieve browser history.
Software,S0567,Technique,T1074.001,uses,"Subject can save collected data to disk, different file formats, and network shares."
Software,S0567,Technique,T1070.004,uses,Subject can remove its persistence and delete itself.
Software,S0567,Technique,T1016,uses,Subject can collect the host's IP addresses using the object828 command.
Software,S0567,Technique,T1027,uses,Subject has used a dropper that embeds an encrypted payload as extra data.
Software,S0567,Technique,T1049,uses,Subject can collect network and active connection information.
Software,S0567,Technique,T1140,uses,Subject has used a decryption routine that is part of an executable physical patch.
Group,G0114,Technique,T1039,uses,Subject has collected data of interest from network shares.
Group,G0114,Technique,T1572,uses,Subject has encapsulated Subject's C2 protocol in DNS and HTTPS.
Software,S0559,Technique,T1059.005,uses,Subject used VBScripts to initiate the execution of payloads.
Software,S0559,Technique,T1218.011,uses,Subject used Rundll32 to execute payloads.
Software,S0559,Technique,T1070,uses,Subject removed IFEO values to clean up traces of execution.
Software,S0559,Technique,T1036.005,uses,Subject created VBScripts that were named after existing services or folders to blend into legitimate activities.
Software,S0559,Technique,T1546.012,uses,Subject created an Image File Execution Options Debugger registry value for the process object829 to trigger the installation of Subject.
Group,G0120,Technique,T1539,uses,Subject can steal cookies and session information from browsers.
Group,G0120,Technique,T1204.001,uses,Subject has sent spearphishing emails designed to trick the recipient into opening malicious shortcut links which downloads a .LNK file.
Group,G0120,Technique,T1566.002,uses,Subject has sent spearphishing emails containing a link to a zip file hosted on Google Drive.
Group,G0120,Technique,T1555,uses,Subject can collect email credentials from victims.
Group,G0121,Technique,T1598.003,uses,Subject has sent e-mails with malicious links to credential harvesting websites.
Group,G0121,Technique,T1598.002,uses,Subject has sent e-mails with malicious attachments that lead victims to credential harvesting websites.
Group,G0121,Technique,T1566.002,uses,Subject has sent e-mails with malicious links often crafted for specific targets.
Group,G0121,Technique,T1566.001,uses,Subject has sent e-mails with malicious attachments often crafted for specific targets.
Group,G0121,Technique,T1105,uses,Subject has used LNK files to download remote files to the victim's network.
Group,G0121,Technique,T1203,uses,Subject has exploited vulnerabilities to gain execution including CVE-2017-11882 and CVE-2020-0674.
Group,G0120,Technique,T1059.007,uses,Subject has used malicious JavaScript files on the victim's machine.
Group,G0120,Technique,T1070.004,uses,Subject has deleted files used during infection.
Group,G0120,Technique,T1548.002,uses,Subject has used PowerShell to bypass UAC.
Group,G0121,Technique,T1059.001,uses,Subject has used PowerShell to drop and execute malware loaders.
Group,G0121,Technique,T1059.007,uses,Subject has used JavaScript to drop and execute malware loaders.
Group,G0121,Technique,T1059.005,uses,Subject has used VBScript to drop and execute malware loaders.
Group,G0121,Technique,T1574.002,uses,Subject has used DLL side-loading to drop and execute malicious payloads including the hijacking of the legitimate Windows application file rekeywiz.exe.
Group,G0121,Technique,T1027,uses,Subject has used base64 encoding and ECDH-P256 encryption for scripts and files.
Group,G0120,Technique,T1497.001,uses,Subject has used a component called TerraLoader to check certain hardware and file information to detect sandboxed environments.
Group,G0120,Technique,T1219,uses,"Subject has used the malware variant, TerraTV, to run a legitimate TeamViewer application to connect to compromrised machines."
Group,G0120,Technique,T1574.001,uses,"Subject has used the malware variant, TerraTV, to load a malicious DLL placed in the TeamViewer directory, instead of the original Windows DLL located in a system folder."
Software,S0284,Technique,T1027,uses,Subject's payload has been encrypted with a key that has the hostname and processor family information appended to the end.
Group,G0121,Technique,T1033,uses,Subject has used tools to identify the user of a compromised host.
Group,G0121,Technique,T1082,uses,"Subject has used tools to collect the computer name, OS version, installed hotfixes, as well as information regarding the memory and processor on a compromised host."
Group,G0121,Technique,T1124,uses,Subject has used tools to obtain the current system time.
Group,G0121,Technique,T1057,uses,Subject has used tools to identify running processes on the victim's machine.
Group,G0121,Technique,T1016,uses,"Subject has used malware to collect information on network interfaces, including the MAC address."
Group,G0121,Technique,T1074.001,uses,Subject has collected stolen files in a temporary folder in preparation for exfiltration.
Group,G0121,Technique,T1083,uses,Subject has used malware to collect information on files and directories.
Group,G0121,Technique,T1518,uses,Subject has used tools to enumerate software installed on an infected host.
Group,G0121,Technique,T1071.001,uses,Subject has used HTTP in C2 communications.
Group,G0121,Technique,T1020,uses,Subject has configured tools to automatically send collected files to attacker controlled servers.
Group,G0120,Technique,T1105,uses,Subject can deploy additional components or tools as needed.
Software,S0568,Technique,T1547.001,uses,Subject can achieve persistence through the Registry Run key.
Software,S0568,Technique,T1105,uses,Subject can download and upload files to the victim's computer.
